employee_id,employee_name,department,job_level,contract_type,age,years_experience,monthly_salary,performance_score
744,Lucía Gómez,Recursos Humanos,Senior,Tiempo completo,45,12,1651.43,3.89
745,Lucía López,Marketing,Semi-Senior,Medio tiempo,59,32,1673.9,1.83
746,Fernando Castro,Recursos Humanos,Junior,Medio tiempo,22,11,1239.2,2.05
747,Carlos Gómez,Recursos Humanos,Senior,Tiempo completo,27,9,1156.3,1.14
748,Luis Mendoza,Ventas,Junior,Medio tiempo,37,2,1503.61,2.19
749,Lucía Mendoza,Recursos Humanos,Senior,Medio tiempo,58,23,1607.1,3.87
750,Natalia López,Marketing,Senior,Medio tiempo,35,23,1192.0,3.71
751,Jorge Martínez,Marketing,Junior,Tiempo completo,40,16,595.41,2.46
752,Diego Mendoza,Recursos Humanos,Junior,Medio tiempo,57,34,658.56,4.58
753,Fernando Martínez,TI,Junior,Medio tiempo,36,2,1137.36,4.02
754,Carlos Pérez,Ventas,Junior,Medio tiempo,50,30,1146.0,1.78
755,Carlos López,Ventas,Semi-Senior,Contrato,28,26,1540.4,1.5
756,Jorge Martínez,Marketing,Junior,Medio tiempo,35,18,973.98,2.98
757,Diego García,TI,Junior,Tiempo completo,27,15,400.0,4.64
758,Camila Rodríguez,Ventas,Junior,Contrato,38,24,1736.49,3.07
759,Paula Mendoza,Finanzas,Senior,Medio tiempo,45,28,777.38,2.61
760,Pedro Vera,Recursos Humanos,Semi-Senior,Contrato,48,14,1008.22,1.86
761,Sofía Rodríguez,TI,Semi-Senior,Contrato,44,34,986.51,4.65
762,Luis Hernández,Finanzas,Junior,Medio tiempo,36,0,1609.56,1.57
763,Daniela García,Operaciones,Junior,Medio tiempo,59,16,820.6,4.85
764,Paula Rodríguez,Recursos Humanos,Junior,Tiempo completo,39,33,1189.41,3.74
765,Paula Hernández,TI,Semi-Senior,Medio tiempo,47,6,1248.24,3.64
766,Natalia Gómez,Ventas,Senior,Tiempo completo,28,0,1434.54,1.86
767,Carlos Gómez,Ventas,Junior,Contrato,40,29,1572.62,4.6
768,Andrés Hernández,Marketing,Senior,Tiempo completo,54,33,891.56,1.65
769,Diego Martínez,Operaciones,Senior,Tiempo completo,22,17,1410.14,3.73
770,Diego Pérez,TI,Senior,Medio tiempo,40,25,1445.96,3.88
771,Camila Mendoza,Recursos Humanos,Senior,Medio tiempo,35,19,839.52,3.05
772,Ana Pérez,Recursos Humanos,Semi-Senior,Medio tiempo,38,25,1123.84,2.29
773,Sofía Martínez,TI,Senior,Contrato,34,22,550.56,3.24
774,Fernando Pérez,Marketing,Junior,Medio tiempo,21,34,1806.99,2.06
775,Jorge Vera,Ventas,Senior,Medio tiempo,43,11,1611.32,3.19
776,Fernando Hernández,Finanzas,Junior,Tiempo completo,42,1,1588.81,2.84
777,María Castro,Recursos Humanos,Junior,Medio tiempo,45,10,878.37,4.83
778,Diego Castro,Finanzas,Senior,Medio tiempo,54,13,813.97,3.03
779,Diego Mendoza,Marketing,Semi-Senior,Medio tiempo,26,16,1172.99,4.82
780,Diego López,Marketing,Semi-Senior,Medio tiempo,26,15,685.39,1.57
781,Valentina Pérez,Marketing,Semi-Senior,Tiempo completo,34,27,1673.68,2.93
782,Jorge Gómez,Ventas,Junior,Contrato,23,3,1494.37,3.47
783,José Rodríguez,Marketing,Senior,Tiempo completo,42,3,993.2,3.76
784,Lucía Rodríguez,Ventas,Junior,Contrato,42,2,1350.68,4.08
785,Miguel Vera,Operaciones,Senior,Medio tiempo,50,20,1181.14,4.39
786,María Gómez,TI,Senior,Tiempo completo,29,9,1351.31,4.29
787,Andrés Gómez,Ventas,Senior,Tiempo completo,32,29,1091.58,1.16
788,Diego Hernández,TI,Senior,Medio tiempo,56,13,714.34,3.0
789,Carlos Mendoza,Recursos Humanos,Semi-Senior,Contrato,21,8,1443.75,3.94
790,Miguel Hernández,Recursos Humanos,Junior,Contrato,42,0,800.83,2.72
791,María Mendoza,Operaciones,Semi-Senior,Contrato,47,16,1068.06,3.15
792,Miguel Pérez,TI,Senior,Contrato,39,26,1068.64,1.51
793,Sofía Gómez,Ventas,Senior,Medio tiempo,56,4,1537.06,2.75
794,Jorge Rodríguez,Finanzas,Junior,Tiempo completo,44,23,1513.41,1.42
795,Ana Martínez,TI,Junior,Tiempo completo,39,16,1143.88,4.54
796,Sofía Hernández,TI,Senior,Medio tiempo,48,7,1325.34,2.72
797,Juan Rodríguez,Marketing,Semi-Senior,Contrato,42,11,2149.3,3.79
798,Miguel Martínez,Operaciones,Junior,Contrato,52,15,1253.85,1.62
799,Laura Martínez,Operaciones,Junior,Tiempo completo,42,22,1088.24,1.91
800,José Hernández,Ventas,Junior,Contrato,22,33,1350.45,3.92
801,Lucía Hernández,Recursos Humanos,Senior,Medio tiempo,25,28,1236.23,1.75
802,Miguel Gómez,Ventas,Semi-Senior,Tiempo completo,22,13,1462.34,2.89
803,Natalia Mendoza,Finanzas,Semi-Senior,Contrato,22,33,991.94,1.33
804,Paula Rodríguez,Finanzas,Semi-Senior,Contrato,28,21,813.61,3.75
805,Fernando Hernández,TI,Junior,Contrato,42,17,1069.88,2.92
806,Diego Pérez,Ventas,Junior,Medio tiempo,32,32,845.5,3.71
807,Ana Gómez,Finanzas,Junior,Medio tiempo,36,25,1587.69,2.89
808,Carlos Rodríguez,Finanzas,Senior,Tiempo completo,28,4,400.0,1.69
809,José Martínez,Ventas,Semi-Senior,Medio tiempo,35,18,1780.59,4.96
810,Diego Vera,Recursos Humanos,Junior,Tiempo completo,50,7,1462.95,4.25
811,María Martínez,Ventas,Junior,Contrato,34,31,1505.09,1.52
812,Camila García,Operaciones,Junior,Contrato,44,11,796.31,3.05
813,Pedro Vera,Ventas,Semi-Senior,Medio tiempo,33,26,947.7,4.32
814,Laura Mendoza,Finanzas,Senior,Medio tiempo,47,19,1327.04,3.28
815,Laura Castro,Finanzas,Semi-Senior,Contrato,52,16,1869.53,4.07
816,Jorge López,Marketing,Semi-Senior,Medio tiempo,47,28,1314.33,2.79
817,Carlos Mendoza,Ventas,Semi-Senior,Medio tiempo,31,7,1650.45,4.79
818,Jorge Gómez,Recursos Humanos,Senior,Tiempo completo,24,6,1612.54,3.57
819,Pedro Pérez,Recursos Humanos,Junior,Contrato,46,17,1132.85,1.05
820,Sofía Pérez,Operaciones,Junior,Contrato,20,34,1514.59,1.79
821,Diego López,Operaciones,Senior,Medio tiempo,24,17,1003.92,1.56
822,Daniela Rodríguez,Operaciones,Senior,Medio tiempo,42,6,1566.34,2.13
823,Juan Mendoza,Finanzas,Senior,Medio tiempo,27,32,1638.59,2.68
824,Luis Vera,Operaciones,Junior,Contrato,27,1,622.19,3.17
825,Pedro Mendoza,Operaciones,Senior,Tiempo completo,54,14,1882.93,1.95
826,María Martínez,Finanzas,Senior,Medio tiempo,45,29,918.96,4.09
827,María Mendoza,Recursos Humanos,Junior,Medio tiempo,28,21,1333.71,2.46
828,María Mendoza,Marketing,Semi-Senior,Medio tiempo,44,5,1179.76,1.51
829,Carlos Hernández,TI,Senior,Tiempo completo,32,8,1421.3,1.93
830,Valentina López,Ventas,Senior,Contrato,34,33,1241.88,3.31
831,Juan García,Recursos Humanos,Senior,Medio tiempo,47,3,717.33,4.65
832,Ana Mendoza,TI,Semi-Senior,Medio tiempo,50,34,1313.19,4.28
833,Carlos Rodríguez,Marketing,Semi-Senior,Contrato,49,31,1259.15,4.18
834,Ana Gómez,Marketing,Senior,Contrato,31,32,826.92,2.65
835,Paula Pérez,TI,Junior,Medio tiempo,50,18,1505.32,4.25
836,Diego López,TI,Junior,Tiempo completo,57,20,1077.57,2.4
837,Natalia Vera,TI,Senior,Medio tiempo,58,12,1394.45,1.13
838,Laura López,Finanzas,Senior,Contrato,22,11,963.74,2.42
839,Laura Castro,Ventas,Junior,Medio tiempo,29,3,573.63,4.88
840,Andrés Pérez,Operaciones,Junior,Medio tiempo,37,2,1790.93,1.86
841,Juan Gómez,Operaciones,Senior,Tiempo completo,26,19,1033.05,4.53
842,Miguel López,Marketing,Semi-Senior,Contrato,59,8,1641.47,2.51
843,Camila Gómez,TI,Junior,Contrato,59,33,672.12,4.76
844,Diego García,Operaciones,Semi-Senior,Tiempo completo,40,2,836.74,3.66
845,Miguel Vera,Finanzas,Senior,Contrato,47,27,1391.06,3.57
846,Valentina Gómez,Recursos Humanos,Junior,Medio tiempo,27,27,1119.19,4.62
847,Pedro Martínez,Marketing,Junior,Tiempo completo,29,0,1489.67,4.87
848,Lucía Castro,Finanzas,Semi-Senior,Medio tiempo,58,31,773.92,2.82
849,Pedro López,Finanzas,Semi-Senior,Contrato,48,12,1062.32,3.73
850,Miguel Martínez,TI,Semi-Senior,Medio tiempo,35,6,1147.31,4.31
851,Carlos Vera,Operaciones,Senior,Contrato,53,9,925.8,4.29
852,Andrés Pérez,Finanzas,Junior,Medio tiempo,58,32,1006.94,1.4
853,Natalia Vera,Ventas,Semi-Senior,Contrato,38,30,1221.19,4.59
854,Natalia Rodríguez,Operaciones,Semi-Senior,Contrato,41,2,1112.1,2.87
855,Jorge Vera,Ventas,Semi-Senior,Tiempo completo,35,15,2096.27,4.94
856,María Gómez,Operaciones,Semi-Senior,Medio tiempo,31,13,969.11,2.62
857,Daniela Martínez,Recursos Humanos,Senior,Contrato,58,34,1344.27,1.4
858,Valentina Castro,TI,Senior,Medio tiempo,51,6,943.44,3.85
859,Diego Vera,Marketing,Junior,Medio tiempo,59,24,1669.21,3.2
860,José Castro,TI,Semi-Senior,Tiempo completo,22,19,1312.16,4.69
861,Diego Mendoza,Finanzas,Senior,Tiempo completo,54,7,903.14,2.92
862,Valentina Pérez,TI,Senior,Tiempo completo,21,18,1021.28,4.79
863,Carlos Pérez,Recursos Humanos,Junior,Contrato,45,9,553.75,1.68
864,Andrés Rodríguez,Ventas,Junior,Medio tiempo,26,27,1403.37,2.06
865,Fernando Pérez,Recursos Humanos,Senior,Tiempo completo,23,14,1431.84,4.56
866,Miguel Gómez,Finanzas,Junior,Medio tiempo,32,2,1205.54,2.06
867,Lucía Hernández,Recursos Humanos,Senior,Medio tiempo,59,16,905.36,4.41
868,Lucía García,Marketing,Junior,Medio tiempo,26,18,2058.53,3.16
869,María Pérez,Recursos Humanos,Junior,Tiempo completo,50,6,1284.37,3.72
870,Pedro García,Marketing,Senior,Tiempo completo,22,34,897.98,2.81
871,Camila Mendoza,Recursos Humanos,Semi-Senior,Tiempo completo,26,1,1391.94,1.82
872,Pedro Gómez,Finanzas,Semi-Senior,Tiempo completo,27,11,517.18,3.56
873,Pedro Vera,Ventas,Junior,Contrato,51,14,943.73,4.68
874,María López,Marketing,Junior,Contrato,46,21,1440.87,1.81
875,Sofía López,TI,Senior,Contrato,33,10,1377.18,3.38
876,Jorge Gómez,TI,Semi-Senior,Tiempo completo,32,5,1780.38,2.91
877,Juan Mendoza,Marketing,Junior,Medio tiempo,31,14,524.0,2.12
878,María Castro,TI,Senior,Medio tiempo,31,4,1989.75,2.18
879,Lucía Gómez,TI,Junior,Medio tiempo,50,5,1447.88,3.54
880,María Pérez,Recursos Humanos,Junior,Contrato,49,1,2128.25,4.53
881,Miguel Rodríguez,Recursos Humanos,Senior,Medio tiempo,55,33,1430.05,4.67
882,Laura López,Operaciones,Senior,Contrato,38,9,1970.29,4.61
883,Sofía Mendoza,Ventas,Semi-Senior,Contrato,46,25,400.0,1.3
884,Lucía Pérez,Marketing,Semi-Senior,Contrato,46,31,920.79,3.5
885,Ana Martínez,Recursos Humanos,Junior,Medio tiempo,27,0,1661.76,2.59
886,Andrés Martínez,Ventas,Junior,Medio tiempo,57,26,954.73,4.36
887,Natalia García,Marketing,Semi-Senior,Tiempo completo,27,17,1310.5,4.55
888,Luis Hernández,Marketing,Junior,Tiempo completo,46,19,785.05,1.79
889,Carlos García,Marketing,Junior,Medio tiempo,38,23,993.18,4.42
890,Juan Castro,Ventas,Semi-Senior,Tiempo completo,50,27,754.37,4.03
891,Juan López,Finanzas,Junior,Medio tiempo,54,13,1605.7,2.0
892,Natalia Martínez,Finanzas,Junior,Contrato,56,12,1507.05,4.7
893,Natalia Gómez,TI,Semi-Senior,Contrato,43,1,1311.84,1.26
894,Lucía Martínez,Operaciones,Semi-Senior,Contrato,42,29,1016.74,3.32
895,Laura Rodríguez,Marketing,Junior,Tiempo completo,24,2,819.4,4.08
896,Daniela López,TI,Junior,Tiempo completo,31,14,850.28,2.7
897,Paula Rodríguez,TI,Semi-Senior,Medio tiempo,38,3,764.18,1.95
898,Sofía López,Finanzas,Senior,Medio tiempo,41,2,1538.57,1.83
899,Fernando Gómez,TI,Junior,Tiempo completo,35,19,1508.65,4.06
900,Carlos Pérez,TI,Semi-Senior,Medio tiempo,47,21,1449.05,2.55
901,Juan Pérez,Recursos Humanos,Senior,Tiempo completo,49,4,1121.45,3.12
902,Juan López,Marketing,Junior,Medio tiempo,26,28,943.73,1.19
903,Natalia Rodríguez,Ventas,Senior,Tiempo completo,22,18,543.7,2.23
904,Paula Gómez,Ventas,Semi-Senior,Medio tiempo,52,23,1141.01,4.33
905,Luis Martínez,Recursos Humanos,Senior,Tiempo completo,37,30,1717.91,1.32
906,Jorge Castro,Ventas,Semi-Senior,Medio tiempo,50,24,1801.59,2.49
907,Andrés López,Operaciones,Senior,Contrato,44,10,1043.82,2.36
908,Pedro Pérez,TI,Semi-Senior,Medio tiempo,50,10,1607.05,3.45
909,Pedro Vera,TI,Junior,Contrato,52,3,400.0,3.95
910,Fernando Martínez,Finanzas,Semi-Senior,Tiempo completo,25,10,1328.15,3.46
911,Pedro Hernández,Operaciones,Junior,Contrato,30,27,919.26,1.94
912,Pedro López,TI,Junior,Contrato,25,22,1331.47,4.11
913,Laura López,Operaciones,Semi-Senior,Tiempo completo,44,22,1371.64,4.42
914,Camila Gómez,Finanzas,Junior,Contrato,53,22,2140.35,3.38
915,Miguel García,TI,Junior,Tiempo completo,36,26,1080.28,1.87
916,Ana López,TI,Senior,Medio tiempo,42,14,896.31,2.77
917,Natalia Rodríguez,Operaciones,Junior,Contrato,30,13,1722.9,4.48
918,Jorge Hernández,Operaciones,Semi-Senior,Tiempo completo,35,1,1730.47,4.3
919,Camila Mendoza,TI,Junior,Medio tiempo,48,31,713.35,2.77
920,Juan Hernández,Finanzas,Senior,Tiempo completo,28,13,1082.77,4.33
921,Daniela García,TI,Junior,Contrato,20,8,1302.75,1.58
922,Camila Pérez,Finanzas,Semi-Senior,Contrato,26,6,1352.94,4.0
923,Fernando Mendoza,Recursos Humanos,Senior,Tiempo completo,49,2,1200.68,2.65
924,Juan López,Recursos Humanos,Semi-Senior,Medio tiempo,29,2,441.59,2.26
925,Valentina Castro,Finanzas,Semi-Senior,Medio tiempo,40,30,1306.53,3.33
926,Natalia Mendoza,Marketing,Senior,Contrato,53,14,988.9,2.38
927,Fernando Castro,TI,Junior,Tiempo completo,49,33,535.61,1.01
928,Ana Martínez,TI,Senior,Contrato,56,34,1409.48,2.47
929,Juan Martínez,Finanzas,Senior,Tiempo completo,36,11,1648.62,1.5
930,Lucía López,Operaciones,Senior,Medio tiempo,46,1,1708.71,4.31
931,Andrés Hernández,Ventas,Semi-Senior,Contrato,48,22,1003.06,4.58
932,María Martínez,Finanzas,Junior,Medio tiempo,52,16,835.09,1.95
933,Andrés García,Marketing,Semi-Senior,Tiempo completo,57,23,1222.24,2.13
934,Sofía García,Recursos Humanos,Senior,Medio tiempo,53,31,1272.53,1.1
935,Lucía Martínez,Recursos Humanos,Senior,Tiempo completo,40,28,1010.47,1.27
936,Natalia Vera,Recursos Humanos,Semi-Senior,Medio tiempo,56,0,1115.91,4.35
937,José Rodríguez,Recursos Humanos,Junior,Contrato,43,23,1090.2,4.61
938,Daniela Rodríguez,Operaciones,Senior,Contrato,34,2,1924.25,4.31
939,Lucía Hernández,Finanzas,Junior,Medio tiempo,45,12,2108.59,4.89
940,Luis Hernández,Marketing,Semi-Senior,Contrato,28,23,1430.37,1.17
941,Luis Mendoza,Recursos Humanos,Junior,Medio tiempo,37,33,1196.22,4.59
942,María Martínez,Ventas,Senior,Tiempo completo,58,18,1180.07,2.76
943,Valentina Castro,Recursos Humanos,Junior,Contrato,26,13,1360.41,1.65
944,Natalia Hernández,Operaciones,Senior,Contrato,39,24,1348.62,1.92
945,Valentina García,Finanzas,Semi-Senior,Medio tiempo,26,34,959.76,3.84
946,Paula García,Operaciones,Senior,Contrato,34,33,761.47,3.29
947,Lucía López,Finanzas,Semi-Senior,Contrato,53,27,1339.29,1.26
948,Daniela García,TI,Senior,Tiempo completo,37,19,1053.03,3.21
949,Diego López,Recursos Humanos,Junior,Tiempo completo,47,0,1402.31,1.23
950,Paula López,Finanzas,Junior,Medio tiempo,27,18,400.0,1.26
951,Diego Martínez,Operaciones,Junior,Contrato,26,3,821.3,4.76
952,Jorge Martínez,Ventas,Junior,Contrato,58,15,1046.88,2.64
953,Camila Mendoza,TI,Semi-Senior,Contrato,56,34,1689.43,4.91
954,Valentina Castro,Ventas,Semi-Senior,Contrato,20,22,1248.7,4.41
955,Daniela Vera,TI,Semi-Senior,Contrato,20,4,1031.56,1.18
956,Juan Martínez,TI,Senior,Contrato,50,27,1485.58,2.73
957,Valentina Hernández,Operaciones,Junior,Contrato,27,10,1304.37,2.58
958,José García,Marketing,Semi-Senior,Medio tiempo,45,10,1109.66,4.92
959,José Castro,Ventas,Senior,Tiempo completo,36,15,1268.47,2.06
960,Andrés Mendoza,Finanzas,Senior,Medio tiempo,57,23,1517.58,4.26
961,Ana Martínez,Marketing,Senior,Contrato,25,29,1831.65,3.86
962,Lucía Rodríguez,Ventas,Semi-Senior,Tiempo completo,23,33,1527.11,2.79
963,Jorge Pérez,Operaciones,Semi-Senior,Tiempo completo,21,26,1139.27,3.02
964,Laura Pérez,Marketing,Junior,Contrato,43,0,1493.89,3.63
965,Natalia Castro,Ventas,Junior,Contrato,43,6,1106.56,4.4
966,Camila Pérez,Recursos Humanos,Junior,Medio tiempo,55,29,1970.52,3.52
967,José Mendoza,Operaciones,Junior,Contrato,38,28,689.21,2.48
968,Paula Rodríguez,Ventas,Senior,Tiempo completo,52,24,1550.38,1.59
969,Andrés García,Operaciones,Junior,Contrato,22,24,2837.4,2.15
970,Paula Rodríguez,Marketing,Junior,Contrato,36,23,1387.67,1.54
971,Daniela Vera,Ventas,Semi-Senior,Contrato,23,8,1655.98,1.49
972,Jorge López,Recursos Humanos,Semi-Senior,Tiempo completo,40,18,1265.92,3.1
973,Paula López,TI,Senior,Medio tiempo,30,12,981.99,4.05
974,José Gómez,TI,Junior,Tiempo completo,35,34,1779.12,3.86
975,Camila Castro,Operaciones,Semi-Senior,Contrato,59,33,836.0,1.13
976,Miguel Castro,Recursos Humanos,Semi-Senior,Tiempo completo,52,2,1269.39,3.91
977,Pedro Gómez,Finanzas,Senior,Contrato,28,29,1137.04,3.3
978,Carlos Pérez,Recursos Humanos,Junior,Medio tiempo,44,23,2069.3,4.9
979,Camila García,Finanzas,Senior,Tiempo completo,53,2,546.68,4.97
980,María Pérez,Recursos Humanos,Semi-Senior,Tiempo completo,59,9,718.49,4.05
981,Miguel Hernández,Marketing,Junior,Medio tiempo,56,25,421.67,4.09
982,Paula Martínez,Recursos Humanos,Junior,Contrato,51,4,1780.51,1.26
983,Carlos Hernández,Ventas,Junior,Contrato,39,33,1608.65,2.46
984,Miguel Mendoza,Finanzas,Semi-Senior,Medio tiempo,34,15,1917.28,3.33
985,José Gómez,Marketing,Junior,Contrato,35,29,1333.1,4.92
986,Pedro Martínez,TI,Senior,Tiempo completo,54,23,1886.47,1.97
987,Sofía Hernández,Marketing,Senior,Contrato,30,17,1216.57,4.49
988,Jorge Hernández,Marketing,Semi-Senior,Medio tiempo,33,11,1049.43,2.61
989,Jorge Martínez,Operaciones,Senior,Medio tiempo,53,28,733.13,3.47
990,Valentina Pérez,Finanzas,Junior,Medio tiempo,32,7,934.92,4.36
991,Laura Hernández,Ventas,Senior,Contrato,32,3,417.8,4.85
992,Jorge Castro,Marketing,Senior,Medio tiempo,24,21,1225.22,1.98
993,Camila Pérez,Recursos Humanos,Junior,Medio tiempo,20,14,739.41,1.98
994,Pedro Mendoza,Recursos Humanos,Junior,Tiempo completo,53,27,821.36,4.77
995,Juan Gómez,TI,Senior,Tiempo completo,31,33,1441.8,2.81
996,Juan Vera,Finanzas,Semi-Senior,Tiempo completo,37,5,1474.95,3.44
997,Miguel Hernández,Recursos Humanos,Semi-Senior,Contrato,22,10,400.0,1.44
998,Natalia Mendoza,Finanzas,Junior,Contrato,20,5,1441.06,1.12
999,Diego Gómez,Marketing,Semi-Senior,Contrato,36,9,1061.16,1.63
1000,Diego Hernández,Ventas,Junior,Tiempo completo,58,10,1673.08,2.94
1001,Valentina Gómez,Operaciones,Junior,Medio tiempo,44,13,699.25,3.44
1002,María Martínez,Operaciones,Senior,Tiempo completo,34,23,1785.92,3.04
1003,Diego Gómez,Recursos Humanos,Semi-Senior,Contrato,30,9,897.79,2.22
1004,Jorge Mendoza,Ventas,Junior,Medio tiempo,23,28,1513.47,4.77
1005,Ana Martínez,Finanzas,Senior,Tiempo completo,43,23,1017.73,3.76
1006,Fernando Martínez,Operaciones,Junior,Contrato,38,10,546.78,4.28
1007,Natalia Castro,Ventas,Semi-Senior,Contrato,22,32,797.56,4.0
1008,Carlos Castro,Operaciones,Junior,Medio tiempo,48,6,1008.75,2.02
1009,Andrés Vera,Ventas,Semi-Senior,Tiempo completo,47,9,1107.66,4.29
1010,Luis Martínez,Marketing,Senior,Tiempo completo,35,9,1593.33,2.22
1011,Daniela Gómez,TI,Senior,Tiempo completo,29,11,1039.82,2.87
1012,Daniela Rodríguez,Ventas,Senior,Medio tiempo,31,2,1012.81,3.91
1013,Paula Gómez,Operaciones,Senior,Medio tiempo,26,33,1760.78,2.96
1014,Luis Mendoza,Finanzas,Junior,Medio tiempo,55,11,1188.62,1.67
1015,Camila García,Operaciones,Semi-Senior,Medio tiempo,31,11,1095.17,4.22
1016,Sofía Castro,Operaciones,Semi-Senior,Tiempo completo,44,17,850.06,4.61
1017,Diego Hernández,Ventas,Junior,Tiempo completo,47,22,1064.82,3.68
1018,Sofía García,TI,Semi-Senior,Contrato,46,12,1908.29,1.58
1019,Fernando López,Recursos Humanos,Senior,Medio tiempo,24,9,1078.84,1.17
1020,Laura Pérez,Operaciones,Junior,Contrato,56,0,651.71,1.7
1021,José Pérez,Marketing,Junior,Tiempo completo,59,30,1366.62,1.91
1022,Ana Martínez,Operaciones,Senior,Contrato,30,31,678.01,4.08
1023,Laura Castro,Recursos Humanos,Semi-Senior,Medio tiempo,32,23,1480.99,3.93
1024,Paula García,Operaciones,Junior,Tiempo completo,35,19,1078.81,1.77
1025,Laura López,Marketing,Semi-Senior,Medio tiempo,56,25,1095.85,2.92
1026,Natalia Hernández,Marketing,Semi-Senior,Contrato,31,7,1948.4,4.43
1027,Daniela Pérez,Marketing,Junior,Tiempo completo,29,14,1902.34,4.69
1028,Ana Vera,Finanzas,Junior,Medio tiempo,38,23,1800.08,1.5
1029,María Pérez,TI,Semi-Senior,Medio tiempo,26,21,820.55,1.11
1030,Luis Martínez,Ventas,Junior,Contrato,24,33,925.68,1.07
1031,Diego Gómez,TI,Semi-Senior,Tiempo completo,39,26,771.25,2.75
1032,Luis García,Recursos Humanos,Junior,Tiempo completo,47,8,1509.67,4.8
1033,Camila Pérez,Ventas,Junior,Contrato,26,27,853.27,2.08
1034,Juan Castro,Operaciones,Semi-Senior,Medio tiempo,26,8,1632.79,2.64
1035,Lucía López,Finanzas,Junior,Contrato,45,30,979.79,2.58
1036,Andrés Martínez,Operaciones,Junior,Medio tiempo,23,7,1700.47,4.58
1037,Diego Pérez,Operaciones,Senior,Tiempo completo,40,28,974.63,2.07
1038,Pedro Rodríguez,Operaciones,Junior,Contrato,54,15,1417.6,4.47
1039,Paula Pérez,Ventas,Semi-Senior,Contrato,54,28,1911.56,4.94
1040,Jorge Hernández,Recursos Humanos,Semi-Senior,Tiempo completo,34,16,1706.78,4.38
1041,Diego Castro,Finanzas,Semi-Senior,Medio tiempo,45,14,400.0,3.38
1042,Carlos Vera,Ventas,Senior,Contrato,35,24,611.71,1.2
1043,Paula Hernández,Operaciones,Semi-Senior,Medio tiempo,49,9,1462.26,2.37
1044,Diego López,Recursos Humanos,Senior,Medio tiempo,32,33,1248.84,1.25
1045,Sofía Hernández,TI,Junior,Contrato,37,26,1521.59,1.02
1046,Miguel Pérez,Recursos Humanos,Senior,Tiempo completo,28,21,916.0,2.62
1047,Carlos Gómez,Ventas,Semi-Senior,Medio tiempo,51,28,682.73,1.15
1048,Natalia García,Operaciones,Senior,Medio tiempo,45,25,1061.15,1.8
1049,Carlos Rodríguez,TI,Senior,Contrato,25,24,802.91,4.69
1050,Luis Hernández,Operaciones,Junior,Tiempo completo,21,25,1107.01,3.22
1051,Juan Vera,TI,Junior,Medio tiempo,31,12,1104.84,4.31
1052,Diego Castro,Finanzas,Semi-Senior,Contrato,23,1,1081.85,2.17
1053,Ana Mendoza,Ventas,Semi-Senior,Contrato,43,26,1106.74,2.04
1054,Natalia Rodríguez,Operaciones,Senior,Medio tiempo,57,33,1447.86,3.13
1055,Daniela Vera,Recursos Humanos,Semi-Senior,Medio tiempo,47,21,1593.81,4.1
1056,Camila Castro,Ventas,Senior,Medio tiempo,57,29,1664.24,1.46
1057,Sofía Martínez,Recursos Humanos,Senior,Medio tiempo,25,5,991.35,1.21
1058,Andrés Rodríguez,TI,Junior,Medio tiempo,40,13,1157.94,4.05
1059,Ana García,Operaciones,Junior,Medio tiempo,30,27,927.9,1.96
1060,Fernando García,Ventas,Junior,Tiempo completo,44,29,781.54,1.74
1061,Sofía Martínez,TI,Senior,Medio tiempo,40,13,1090.86,1.31
1062,Daniela García,Marketing,Senior,Tiempo completo,20,4,609.94,1.93
1063,Daniela Pérez,Ventas,Semi-Senior,Contrato,32,22,1036.21,2.69
1064,Diego García,Operaciones,Junior,Tiempo completo,35,3,1505.62,1.7
1065,Daniela Mendoza,Operaciones,Senior,Tiempo completo,29,21,1179.29,2.13
1066,Diego Rodríguez,Finanzas,Semi-Senior,Medio tiempo,37,30,1174.17,1.02
1067,Miguel Rodríguez,Marketing,Senior,Contrato,23,22,1262.62,3.78
1068,José Castro,Recursos Humanos,Senior,Tiempo completo,54,12,547.08,3.84
1069,Camila Vera,Marketing,Junior,Medio tiempo,41,12,1636.68,2.86
1070,Andrés López,TI,Senior,Contrato,48,7,1379.15,2.06
1071,Miguel Mendoza,Ventas,Junior,Tiempo completo,52,4,1032.07,4.94
1072,Jorge Mendoza,Operaciones,Semi-Senior,Medio tiempo,56,23,1347.62,4.31
1073,Paula García,Finanzas,Junior,Contrato,32,5,1418.62,1.8
1074,Lucía López,Recursos Humanos,Junior,Contrato,41,28,1014.8,3.54
1075,Miguel López,Marketing,Senior,Tiempo completo,30,18,994.9,3.0
1076,Fernando García,TI,Senior,Medio tiempo,39,11,1746.46,4.36
1077,Miguel López,Finanzas,Semi-Senior,Tiempo completo,47,24,1468.66,3.4
1078,Ana Pérez,TI,Senior,Tiempo completo,31,8,1502.38,3.03
1079,Pedro Castro,Recursos Humanos,Semi-Senior,Contrato,42,16,1191.2,1.23
1080,Carlos Pérez,Finanzas,Junior,Medio tiempo,47,13,846.35,3.09
1081,Daniela Martínez,TI,Junior,Medio tiempo,59,21,853.27,1.84
1082,Miguel López,TI,Senior,Contrato,54,17,1578.19,1.25
1083,María Mendoza,TI,Junior,Tiempo completo,28,14,1042.77,3.0
1084,Fernando Castro,Recursos Humanos,Semi-Senior,Tiempo completo,57,28,1580.06,4.12
1085,Carlos Martínez,TI,Junior,Contrato,25,30,735.45,2.59
